date,channelGrouping,users,newUsers,percentNewSessions,sessions,bounces,bounceRate,sessionDuration,avgSessionDuration,pageviews,pageviewsPerSession
20180603,Referral,119530,29754,20.74013146,143461,39710,27.67999665,2.75E+07,191.6925715,918405,6.401774698
20180603,Social,82360,18072,19.36749151,93311,17829,19.10707205,1.58E+07,169.1609349,421327,4.515298304
20180604,(Other),2923,62,1.870286576,3315,933,28.14479638,669799,202.0509804,19736,5.953544495
20180604,Direct,78832,39939,49.57117502,80569,35433,43.97845325,8541651,106.0165945,348920,4.330697911
20180604,Display,2,0,0,0,0,0,0,0,0,0
20180604,Organic Search,26122,15023,52.58865124,28567,14913,52.20359156,3340536,116.9368852,94321,3.301746771
20180604,Paid Search,6,4,66.66666667,6,2,33.33333333,856,142.6666667,51,8.5
20180604,Referral,64918,15181,20.49215734,74082,26132,35.27442564,1.20E+07,161.5304257,407366,5.498852623
20180604,Social,72888,18004,22.39052842,80409,25473,31.67928963,1.13E+07,140.1887102,303912,3.779576913
20180605,(Other),1954,63,2.918017601,2159,752,34.83094025,392009,181.5697082,11162,5.169986105
20180605,Direct,56321,32582,56.82840897,57334,36268,63.25740398,4047948,70.60292322,153120,2.67066662
20180605,Display,1,0,0,0,0,0,0,0,0,0
20180605,Organic Search,28934,17587,56.00955414,31400,19949,63.53184713,2898510,92.30923567,80647,2.568375796
20180605,Paid Search,12,9,75,12,8,66.66666667,1844,153.6666667,23,1.916666667
20180605,Referral,33457,7689,20.56487202,37389,20194,54.01053786,4253993,113.776592,144239,3.857792399
20180605,Social,69177,17754,22.98430946,77244,24908,32.24587023,1.03E+07,132.8322588,287095,3.716728807
20180606,(Other),1627,71,3.881902679,1829,568,31.05522143,377181,206.222526,8654,4.731547294
20180606,Direct,49391,28250,55.62666142,50785,33081,65.13931279,3774201,74.31723934,122762,2.417288569
20180606,Display,1,0,0,0,0,0,0,0,0,0
20180606,Organic Search,27456,17361,58.66391836,29594,19045,64.354261,2818482,95.23829155,73707,2.490606204
20180606,Paid Search,14,8,53.33333333,15,8,53.33333333,1513,100.8666667,59,3.933333333
20180606,Referral,36475,9477,23.38787295,40521,25633,63.25855729,4013612,99.05017152,124030,3.060882012
20180606,Social,83691,18329,19.83250197,92419,24909,26.95225008,1.30E+07,140.7174499,340436,3.683614841
20180607,(Other),3884,72,1.551055579,4642,1071,23.07195174,967157,208.3492029,26031,5.607712193
20180607,Direct,120695,65642,51.83231604,126643,49754,39.28681412,1.31E+07,103.2603144,449573,3.549923802
20180607,Display,2,0,0,1,1,100,0,0,1,1
20180607,Organic Search,30756,16067,47.85120767,33577,18461,54.98108824,3705338,110.3534562,95915,2.856568484
20180607,Paid Search,18,9,52.94117647,17,7,41.17647059,1728,101.6470588,85,5
20180607,Referral,91087,28073,26.73211701,105016,35615,33.91387979,1.59E+07,151.7892035,465240,4.430182067
20180607,Social,103235,21955,18.61618688,117935,36382,30.84919659,1.54E+07,130.2111841,425457,3.607555009
20180608,(Other),2734,74,2.352941176,3145,860,27.34499205,620463,197.2855326,18356,5.836565978
20180608,Direct,77410,39897,49.61511198,80413,44226,54.99856988,6875117,85.49758124,258668,3.216743561
20180608,Display,1,0,0,0,0,0,0,0,0,0
20180608,Organic Search,29415,16490,51.64583921,31929,19323,60.51865076,3127029,97.93695387,88889,2.783958157
20180608,Paid Search,47,33,68.75,48,19,39.58333333,6628,138.0833333,253,5.270833333
20180608,Referral,58412,12704,19.12043587,66442,29899,45.00015051,8733293,131.4423557,303171,4.562942115
20180608,Social,116715,28418,21.70273862,130942,36581,27.93679644,1.67E+07,127.5764308,491627,3.754540178
20180609,(Other),2093,42,1.726973684,2432,686,28.20723684,532827,219.0900493,13754,5.655427632
20180609,Direct,47248,22967,46.80361109,49071,22785,46.43271994,5159847,105.1506389,171328,3.491430784
20180609,Organic Search,21788,13444,56.64924996,23732,12958,54.6013821,2669231,112.4739171,72965,3.074540705
20180609,Paid Search,50,27,54,50,27,54,4081,81.62,164,3.28
20180609,Referral,32612,6188,16.53661144,37420,14349,38.34580438,5887058,157.3238375,174552,4.664671299
20180609,Social,111781,29015,22.85347469,126961,36592,28.82144911,1.64E+07,129.2608045,455234,3.585620781
20180610,(Other),3256,74,1.948393892,3798,895,23.56503423,731303,192.5494997,22412,5.901000527
20180610,Direct,77660,37677,46.04245335,81831,41074,50.19369188,7504020,91.70143344,278114,3.398638658
20180610,Organic Search,28094,15586,51.05811439,30526,18190,59.58854747,2682350,87.87099522,85056,2.786346066
20180610,Paid Search,116,82,68.90756303,119,55,46.21848739,13056,109.7142857,557,4.680672269
20180610,Referral,62327,14021,19.43689697,72136,26092,36.17056671,1.06E+07,147.3123544,348994,4.838000444
20180610,Social,117370,29222,22.36029597,130687,34798,26.62697897,1.69E+07,129.6702044,490342,3.752033485
20180611,(Other),3254,80,2.124833997,3765,1045,27.75564409,788855,209.5232404,19775,5.252324037
20180611,Direct,81611,40824,46.96732628,86920,52024,59.85273815,7179245,82.59600782,251463,2.893039577
20180611,Organic Search,34702,19019,50.94011142,37336,23172,62.06342404,3497292,93.67077352,96143,2.575074995
20180611,Paid Search,182,136,75.97765363,179,77,43.01675978,18212,101.7430168,747,4.173184358
20180611,Referral,72224,14840,17.82882407,83236,39842,47.86630785,1.11E+07,133.8352396,341150,4.09858715
20180611,Social,123075,30167,21.73133167,138818,38761,27.92217148,1.88E+07,135.1486263,519376,3.741416819
20180612,(Other),2396,54,2,2700,812,30.07407407,561950,208.1296296,14205,5.261111111
20180612,Direct,63704,30023,44.58817239,67334,38516,57.20141385,5793290,86.03810853,204057,3.0305195
20180612,Organic Search,27339,15080,51.11171367,29504,17395,58.95810738,3117017,105.6472682,82647,2.801213395
20180612,Paid Search,221,159,71.94570136,221,89,40.27149321,18551,83.94117647,915,4.140271493
20180612,Referral,51294,8972,15.27200926,58748,26736,45.50963437,7748027,131.8858004,250172,4.258391775
20180612,Social,102495,27919,24.08866188,115901,34790,30.01699726,1.53E+07,132.1839932,422099,3.64189265
20180613,(Other),2146,45,1.851090086,2431,884,36.36363636,462047,190.0645825,11620,4.779925956
20180613,Direct,53414,24382,43.50743206,56041,35280,62.95390875,4382053,78.19369747,144735,2.582662693
20180613,Organic Search,25356,14621,53.32239241,27420,16088,58.67250182,2837955,103.499453,77045,2.809810357
20180613,Paid Search,190,136,72.72727273,187,102,54.54545455,19560,104.5989305,857,4.582887701
20180613,Referral,38433,6508,14.90643395,43659,23366,53.51932019,5513636,126.2886461,158367,3.627362056
20180613,Social,95863,24754,23.1573039,106895,31440,29.41203985,1.42E+07,133.1642734,381443,3.568389541
20180614,(Other),1966,37,1.676483915,2207,682,30.90167648,508775,230.5278659,11243,5.094245582
20180614,Direct,56712,40564,67.94753681,59699,39246,65.73979464,4822261,80.77624416,149593,2.505787367
20180614,Organic Search,26949,21597,73.5542538,29362,17719,60.34670663,3080833,104.9258565,84135,2.865438322
20180614,Paid Search,137,90,66.66666667,135,80,59.25925926,14331,106.1555556,509,3.77037037
20180614,Referral,32803,7004,18.77395663,37307,22508,60.33184121,4402355,118.0034578,124867,3.347012625
20180614,Social,101678,23748,20.40609399,116377,34030,29.24117308,1.55E+07,132.7586035,411614,3.536901621
20180615,(Other),1992,54,2.434625789,2218,742,33.45356177,498331,224.6758341,10779,4.859783589
20180615,Direct,68950,49572,66.32592989,74740,52068,69.66550709,5417765,72.48815895,169095,2.262443136
20180615,Organic Search,31952,25976,74.66084157,34792,22275,64.0233387,3392981,97.52187284,94848,2.726143941
20180615,Paid Search,114,72,68.57142857,105,63,60,8941,85.15238095,322,3.066666667
20180615,Referral,41141,12621,27.2468211,46321,33000,71.24198528,4183546,90.31640077,116506,2.515187496
20180615,Social,96134,23887,22.16582378,107765,31299,29.04375261,1.45E+07,134.4555654,386339,3.585013687
20180616,(Other),2446,72,2.568676418,2803,980,34.96254014,638822,227.9065287,13335,4.757402783
20180616,Direct,81279,51246,58.85271318,87075,59073,67.84151593,6640926,76.26673557,204823,2.352259546
20180616,Organic Search,34210,25922,70.12958905,36963,23691,64.09382355,3528844,95.46963179,101211,2.738170603
20180616,Paid Search,152,96,68.08510638,141,80,56.73758865,15134,107.3333333,479,3.397163121
20180616,Referral,56556,14365,22.80194924,62999,44819,71.14239909,5705390,90.56318354,157266,2.496325338
20180616,Social,84471,21162,22.64574951,93448,27837,29.78875952,1.31E+07,140.1796293,331166,3.543853266
20180617,(Other),2854,67,2.047051635,3273,1086,33.18056829,754250,230.4460739,16827,5.141154904
20180617,Direct,98352,58472,53.35133853,109598,69252,63.18728444,9582914,87.43694228,290615,2.651645103
20180617,Organic Search,39827,29476,66.26500607,44482,27597,62.0408255,4203590,94.50092172,125297,2.816802302
20180617,Paid Search,166,116,70.3030303,165,96,58.18181818,17473,105.8969697,453,2.745454545
20180617,Referral,74205,21599,25.2171578,85652,53461,62.41652267,1.01E+07,117.9627212,265194,3.096179891
20180617,Social,89125,23668,23.94334851,98850,32144,32.5179565,1.35E+07,136.4524633,341976,3.459544765
20180618,(Other),3249,68,1.776384535,3828,1200,31.34796238,826890,216.0109718,17993,4.700365726
20180618,Direct,120138,67241,49.96359043,134580,77708,57.74112052,1.16E+07,86.15199881,368212,2.736008322
20180618,Display,1,0,0,1,1,100,0,0,1,1
20180618,Organic Search,41383,27428,58.94691597,46530,27312,58.69761444,4863965,104.5339566,132880,2.855791962
20180618,Paid Search,153,89,54.9382716,162,96,59.25925926,16498,101.8395062,568,3.50617284
20180618,Referral,91466,27655,25.9308573,106649,57329,53.75484065,1.24E+07,116.2613527,342767,3.213972939
20180618,Social,99433,25366,22.07754907,114895,39602,34.46799251,1.51E+07,131.7211715,382656,3.330484355
20180619,(Other),2645,43,1.426675514,3014,1075,35.66688786,664931,220.614134,15347,5.091904446
20180619,Direct,79512,47998,55.77336478,86059,56824,66.02911956,6651768,77.29311286,223577,2.597950243
20180619,Organic Search,35575,24505,63.15558877,38801,24273,62.55766604,3819641,98.44181851,106173,2.736347001
20180619,Paid Search,13,0,0,10,5,50,391,39.1,37,3.7
20180619,Referral,56678,15208,23.90368112,63622,43701,68.68850398,5635424,88.57665587,174155,2.737339285
20180619,Social,100289,25211,22.42831852,112407,36151,32.16080849,1.45E+07,129.1968917,410479,3.651720978
20180620,(Other),2091,34,1.357827476,2504,851,33.985623,593310,236.9448882,13313,5.316693291
20180620,Direct,59648,32877,51.5903777,63727,37745,59.22921211,6358407,99.77571516,176518,2.769909144
20180620,Organic Search,27680,18434,60.38390985,30528,17730,58.07783019,3533841,115.7573703,90284,2.957416143
20180620,Paid Search,11,2,16.66666667,12,5,41.66666667,684,57,49,4.083333333
20180620,Referral,42515,13601,28.58674177,47578,28330,59.54432721,5740658,120.657825,143961,3.02578923
20180620,Social,112096,29461,23.59654954,124853,44159,35.3687937,1.53E+07,122.1578336,428840,3.434759277
20180621,(Other),11777,371,2.68938021,13795,4484,32.50453063,2175236,157.6829286,69573,5.04334904
20180621,Direct,71165,39944,52.21710939,76496,50214,65.64264798,5315650,69.48925434,183942,2.404596319
20180621,Organic Search,31043,20186,59.4142752,33975,21804,64.17660044,3189411,93.87523179,85401,2.513642384
20180621,Paid Search,36,23,65.71428571,35,13,37.14285714,2166,61.88571429,100,2.857142857
20180621,Referral,56018,19010,29.49802157,64445,44941,69.73543332,5055403,78.44523237,160170,2.485375126
20180621,Social,135816,36708,24.00313869,152930,58324,38.13771006,1.72E+07,112.5795266,489133,3.198411038
20180622,(Other),18495,579,2.649400567,21854,5611,25.67493365,3352667,153.4120527,124552,5.69927702
20180622,Direct,73288,42595,55.22208105,77134,52896,68.57676252,4573910,59.29823424,170948,2.216247051
20180622,Organic Search,32446,21285,60.32992262,35281,23892,67.71916896,2765242,78.37765369,79950,2.266092231
20180622,Paid Search,35,21,56.75675676,37,16,43.24324324,2073,56.02702703,97,2.621621622
20180622,Referral,60739,24052,34.66105603,69392,54144,78.02628545,3565276,51.37877565,132823,1.914096726
20180622,Social,129960,35367,24.53588079,144144,49873,34.59942835,1.62E+07,112.5413892,468299,3.248827561
20180623,(Other),15529,519,2.762401533,18788,5032,26.78305301,3077726,163.8133915,100146,5.330317224
20180623,Direct,68778,40400,54.48709303,74146,51960,70.07795431,4632766,62.4816713,155665,2.099438945
20180623,Organic Search,30982,20676,61.18607955,33792,22762,67.35913826,2652720,78.50142045,75990,2.248757102
20180623,Paid Search,33,17,53.125,32,8,25,3839,119.96875,100,3.125
20180623,Referral,61770,22556,32.56713832,69260,54147,78.17932429,4070845,58.77627779,123775,1.787106555
20180623,Social,121361,36717,27.72810343,132418,43787,33.06725672,1.47E+07,111.174357,434103,3.278277878
20180624,(Other),24996,1039,3.370750065,30824,8172,26.51180898,4974317,161.3780496,151584,4.917726447
20180624,Direct,109498,59573,50.74015399,117408,72933,62.11927637,8281768,70.53836195,279980,2.384675661
20180624,Organic Search,43911,27883,57.96881497,48100,31006,64.46153846,3782558,78.63945946,111814,2.324615385
20180624,Paid Search,49,24,42.85714286,56,21,37.5,8228,146.9285714,215,3.839285714
20180624,Referral,96201,30704,27.87927215,110132,66360,60.25496677,1.00E+07,91.05972833,288873,2.622970617
20180624,Social,108051,36941,31.1988514,118405,39776,33.59317596,1.32E+07,111.6921836,374215,3.160466197
20180625,(Other),22616,849,2.957157785,28710,9291,32.3615465,4604645,160.3847092,142174,4.952072449
20180625,Direct,94920,49128,47.62911185,103147,66787,64.74933832,7627350,73.94640658,241228,2.338681687
20180625,Organic Search,41489,25382,55.34791426,45859,28832,62.87097407,4119332,89.82603197,108823,2.372991125
20180625,Paid Search,20,12,63.15789474,19,3,15.78947368,2498,131.4736842,66,3.473684211
20180625,Referral,82575,24436,25.25423729,96760,65276,67.46176106,8206300,84.81087226,224243,2.317517569
20180625,Social,88557,23693,23.95652174,98900,38461,38.88877654,1.08E+07,109.2241557,294602,2.978786653
20180626,(Other),13877,400,2.34000234,17094,5947,34.78998479,2783632,162.8426348,86306,5.048906049
20180626,Direct,57050,29468,48.17472903,61169,42396,69.30961762,3969328,64.89117036,135640,2.217463094
20180626,Email,1,0,0,1,1,100,0,0,1,1
20180626,Organic Search,30275,19405,58.75673712,33026,20954,63.44698117,3012313,91.21034942,79622,2.410888391
20180626,Paid Search,22,12,52.17391304,23,9,39.13043478,2664,115.826087,66,2.869565217
20180626,Referral,44726,12805,24.96539354,51291,37544,73.19802694,3513494,68.50117954,115441,2.250706752
20180626,Social,87830,21443,21.77131138,98492,34311,34.83633188,1.16E+07,117.7033769,312046,3.168237014
20180627,(Other),24219,642,2.104780014,30502,9390,30.78486657,4910899,161.0025244,152110,4.986886106
20180627,Direct,77259,41610,50.49634718,82402,61312,74.40596102,4649718,56.42724691,156953,1.904723186
20180627,Organic Search,34202,21074,55.63504844,37879,26094,68.88777423,2944611,77.73729507,79913,2.109691386
20180627,Paid Search,24,15,65.2173913,23,13,56.52173913,2913,126.6521739,48,2.086956522
20180627,Referral,77451,23932,26.71936406,89568,71225,79.52058771,4901033,54.71857136,149730,1.671690782
20180627,Social,80586,20271,22.36750637,90627,30083,33.19430192,1.11E+07,122.6356053,281943,3.111026515
20180628,(Other),13282,362,2.218001348,16321,5651,34.62410392,2482424,152.0999939,79421,4.86618467
20180628,Direct,43124,24382,53.6847436,45417,32698,71.99506793,2845573,62.6543585,90284,1.987889997
20180628,Organic Search,25617,17154,61.36070969,27956,18457,66.02160538,2442448,87.36757762,63031,2.254650165
20180628,Paid Search,28,15,57.69230769,26,7,26.92307692,1809,69.57692308,117,4.5
20180628,Referral,47577,15624,29.58530581,52810,43306,82.00340845,2710690,51.32910434,84019,1.59096762
20180628,Social,87372,24304,25.02342342,97125,30680,31.58815959,1.07E+07,109.7288134,316110,3.254671815
20180629,(Other),16173,391,1.94856972,20066,8117,40.45151002,2942993,146.6656533,91860,4.577892953
20180629,Direct,49633,25831,48.06661705,53740,41025,76.33978415,3028191,56.34892073,97974,1.823111277
20180629,Organic Search,25744,15820,56.13113823,28184,19141,67.91441953,2390840,84.8296906,63125,2.239745955
20180629,Paid Search,25,10,40,25,10,40,3839,153.56,85,3.4
20180629,Referral,50873,19561,34.435349,56805,45803,80.63198662,3189644,56.15076138,97464,1.715764457
20180629,Social,108977,27385,22.46292408,121912,39155,32.11742897,1.42E+07,116.3655834,389145,3.192015552
20180630,(Other),18462,732,3.244105655,22564,7686,34.06310938,3359331,148.8801188,115418,5.11513916
20180630,Direct,59149,34818,56.19069137,61964,46445,74.95481247,3363563,54.28253502,116461,1.879494545
20180630,Organic Search,29777,19892,62.25003912,31955,22725,71.11563136,2244503,70.23949304,66548,2.082553591
20180630,Paid Search,28,17,54.83870968,31,8,25.80645161,4488,144.7741935,143,4.612903226
20180630,Referral,71303,33061,42.66045575,77498,67427,87.00482593,2835145,36.58346022,107533,1.387558389
20180630,Social,85098,22185,23.33224656,95083,29636,31.168558,1.12E+07,118.1729752,306157,3.219892094
20180701,(Other),18351,638,2.688466563,23731,8587,36.18473726,3700688,155.9431967,100096,4.217942775
20180701,Direct,65366,35175,50.0113743,70334,49017,69.69175648,4566966,64.9325504,138791,1.973313049
20180701,Organic Search,32387,20834,59.00980003,35306,24211,68.5747465,2644830,74.91162975,74453,2.108791707
20180701,Paid Search,21,14,63.63636364,22,9,40.90909091,1055,47.95454545,59,2.681818182
20180701,Referral,58965,23255,35.62947188,65269,51659,79.14783435,3495740,53.55896367,111496,1.708253535
20180701,Social,87792,24063,24.81182075,96982,33142,34.17335176,1.17E+07,120.7652142,295105,3.042884247
20180702,(Other),17711,376,1.6218781,23183,9298,40.10697494,3515397,151.636846,99291,4.282922831
20180702,Direct,62801,32466,47.42469836,68458,49592,72.44149698,4190021,61.20571737,137832,2.013380467
20180702,Organic Search,31130,18375,53.74850089,34187,23188,67.82695177,2896574,84.7273525,75862,2.219030626
20180702,Paid Search,20,11,57.89473684,19,7,36.84210526,1855,97.63157895,59,3.105263158
20180702,Referral,50883,15518,26.91527188,57655,44024,76.35764461,3685568,63.92451652,115030,1.995143526
20180702,Social,90455,27895,27.89109525,100014,33754,33.7492751,1.15E+07,115.2520647,315928,3.158837763
20180703,(Other),19332,475,1.954652072,24301,9366,38.5416238,3933747,161.875931,102023,4.198304597
20180703,Direct,64774,36056,52.48631652,68696,52952,77.08163503,3583582,52.16580296,119398,1.738063352
20180703,Organic Search,32354,20663,58.30746656,35438,24997,70.53727637,2731494,77.07810825,72893,2.056916305
20180703,Paid Search,20,11,57.89473684,19,4,21.05263158,2346,123.4736842,75,3.947368421
20180703,Referral,44151,13769,28.01025286,49157,40966,83.33706288,2527107,51.40889395,76807,1.562483471
20180703,Social,101714,24040,20.65096941,116411,34376,29.52985543,1.46E+07,125.1190266,356021,3.058310641
20180704,(Other),18586,412,1.792239429,22988,8805,38.30259266,3567589,155.1935358,101692,4.423699321
20180704,Direct,87347,47824,51.2528132,93310,61940,66.38088093,6319989,67.73110063,216543,2.320683742
20180704,Organic Search,40227,24971,57.34395811,43546,29709,68.22440637,3439087,78.97595646,95284,2.188122905
20180704,Paid Search,14,7,43.75,16,8,50,1826,114.125,41,2.5625
20180704,Referral,68351,24369,32.19494795,75692,47049,62.15848438,6883843,90.94544998,205664,2.717116736
20180704,Social,84701,20578,21.95033494,93748,27995,29.86197039,1.10E+07,117.7010496,276986,2.954580364
20180705,(Other),11886,275,1.88317469,14603,5407,37.02663836,2395967,164.073615,72220,4.945559132
20180705,Direct,40463,21349,50.68252499,42123,27073,64.27130071,3059377,72.62960853,103329,2.453030411
20180705,Organic Search,25290,16783,61.40646153,27331,17362,63.52493506,2483238,90.8579269,66099,2.418462552
20180705,Paid Search,10,7,63.63636364,11,4,36.36363636,472,42.90909091,26,2.363636364
20180705,Referral,29627,9987,30.6236968,32612,23724,72.74622838,2330263,71.45415798,70815,2.171439961
20180705,Social,104646,26953,23.6150173,114135,34915,30.59096684,1.42E+07,124.0874403,343990,3.013887064
20180706,(Other),12162,177,1.180472189,14994,4563,30.43217287,2728097,181.9459117,83668,5.580098706
20180706,Direct,39337,17857,42.90588433,41619,17594,42.27396141,4652921,111.7980009,145861,3.504673346
20180706,Organic Search,22558,13159,53.58771787,24556,10965,44.65303795,3140422,127.888174,84835,3.454756475
20180706,Paid Search,20,13,65,20,9,45,1044,52.2,60,3
20180706,Referral,28647,8179,25.84038923,31652,15012,47.42828257,4091405,129.2621319,120551,3.808637685
20180706,Social,120674,33922,25.51293622,132960,37640,28.30926594,1.55E+07,116.4627783,399792,3.006859206
20180707,(Other),13026,130,0.785308687,16554,5594,33.79243687,3045382,183.9665338,81884,4.946478193
20180707,Direct,44341,17996,37.99189326,47368,19035,40.1853572,5320423,112.3210395,155697,3.286965884
20180707,Organic Search,22467,11557,46.51265746,24847,9329,37.54578017,3470014,139.6552501,91503,3.682657866
20180707,Paid Search,24,12,50,24,6,25,1518,63.25,90,3.75
20180707,Referral,28042,7004,22.37628191,31301,14223,45.43944283,4341215,138.6925338,111342,3.55713875
20180707,Social,137983,41568,27.01817331,153852,40263,26.16995554,1.87E+07,121.5757286,464381,3.018361802
20180708,(Other),19137,381,1.526809329,24954,8655,34.68381823,4066542,162.9615292,115084,4.611845796
20180708,Direct,80057,41463,48.17637832,86065,49723,57.77377563,7292252,84.7295881,219940,2.55551037
20180708,Organic Search,32483,17397,48.63300906,35772,18370,51.35301353,3961586,110.7454434,107145,2.995219725
20180708,Paid Search,29,17,58.62068966,29,8,27.5862069,3999,137.8965517,97,3.344827586
20180708,Referral,60321,22884,33.47473743,68362,43373,63.44606653,6255922,91.51168778,176578,2.582984699
20180708,Social,137017,38980,25.51163993,152793,37806,24.74328012,1.93E+07,126.6262329,475994,3.115286695
20180709,(Other),23749,606,2.062066149,29388,10507,35.75268817,4294758,146.139853,128814,4.38321764
20180709,Direct,72121,42107,54.26929075,77589,53915,69.48794288,4647867,59.9036848,159162,2.051347485
20180709,Organic Search,36333,22643,57.12735897,39636,25745,64.95357756,3363013,84.84743667,91708,2.313755172
20180709,Paid Search,17,7,41.17647059,17,8,47.05882353,1566,92.11764706,42,2.470588235
20180709,Referral,78517,31555,35.77664399,88200,66015,74.84693878,5257617,59.61017007,171275,1.941893424
20180709,Social,151988,42790,25.18807172,169882,44995,26.48603148,2.19E+07,128.6857113,525490,3.093264737
20180710,(Other),26730,691,2.052515891,33666,12622,37.49183152,4887353,145.1717757,145226,4.313728985
20180710,Direct,70408,37351,49.73568223,75099,58052,77.30062984,3705682,49.34395931,124843,1.662378993
20180710,Organic Search,37582,22733,55.61862354,40873,28676,70.15878453,3116612,76.25111932,82809,2.026007389
20180710,Paid Search,17,12,70.58823529,17,8,47.05882353,468,27.52941176,33,1.941176471
20180710,Referral,80210,25142,27.53989901,91293,75753,82.97788439,4211701,46.13388759,130972,1.434633543
20180710,Social,118207,31099,23.26672303,133663,34099,25.51117362,1.77E+07,132.4536334,427590,3.199015434
20180711,(Other),19966,480,1.893043067,25356,9837,38.79555135,3381161,133.3475706,116153,4.580888153
20180711,Direct,57836,29240,47.57565897,61460,42431,69.03839896,3603448,58.63078425,131752,2.143703222
20180711,Organic Search,31876,19229,54.39296221,35352,23023,65.12502829,2964125,83.84603417,81425,2.303264313
20180711,Paid Search,20,13,68.42105263,19,4,21.05263158,1181,62.15789474,70,3.684210526
20180711,Referral,34028,9667,25.51400143,37889,28411,74.98482409,2296314,60.60635013,76018,2.006334292
20180711,Social,124803,33463,23.91580903,139920,36319,25.95697541,1.77E+07,126.365566,457907,3.272634362
20180712,(Other),23789,519,1.67376161,31008,13130,42.34391125,3919418,126.4002193,127681,4.117679309
20180712,Direct,81276,44233,49.52582491,89313,55008,61.59013805,5377298,60.20733824,155085,1.73642135
20180712,Organic Search,35352,20377,52.37899391,38903,26595,68.36233709,3033085,77.96532401,83629,2.149679973
20180712,Paid Search,41,30,69.76744186,43,11,25.58139535,2674,62.18604651,199,4.627906977
20180712,Referral,41263,12330,26.82417439,45966,36346,79.07148762,2436499,53.00654832,80638,1.754296654
20180712,Social,161878,45285,24.4773199,185008,48734,26.34156361,2.23E+07,120.4064365,641193,3.465758237
20180713,(Other),27922,721,1.986992228,36286,14602,40.24141542,4778643,131.6938489,148294,4.08681034
20180713,Direct,99847,54692,45.75970549,119520,67529,56.50016734,7293583,61.02395415,150570,1.259789157
20180713,Organic Search,39122,22675,54.15572009,41870,30348,72.48149033,3028978,72.34244089,83707,1.999211846
20180713,Paid Search,28,21,77.77777778,27,13,48.14814815,1502,55.62962963,64,2.37037037
20180713,Referral,63276,22986,32.17840494,71433,59532,83.33963294,3395702,47.53688071,106599,1.492293478
20180713,Social,137566,34932,22.69107349,153946,48184,31.29928676,1.83E+07,118.7304379,502898,3.266716901
20180714,(Other),16861,371,1.65988099,22351,10714,47.93521543,2880819,128.8899378,81756,3.657822916
20180714,Direct,62218,24884,31.43705388,79155,39820,50.30636094,4496083,56.80099804,97129,1.227073463
20180714,Organic Search,26978,16134,54.52886305,29588,20572,69.5281871,2274076,76.85805056,63383,2.142186021
20180714,Paid Search,30,22,68.75,32,6,18.75,3021,94.40625,162,5.0625
20180714,Referral,25800,7737,26.62330959,29061,24063,82.80169299,1449103,49.86418224,46792,1.610130415
20180714,Social,113145,30030,23.96514161,125307,39082,31.18899982,1.49E+07,118.8911793,414612,3.308769662
20180715,(Other),26361,547,1.528103699,35796,15775,44.06916974,4934581,137.8528607,120366,3.362554475
20180715,Direct,66923,30122,39.71677962,75842,54216,71.48545661,4302366,56.7280135,123458,1.627831545
20180715,Organic Search,31445,17574,50.18131978,35021,25435,72.62785186,2417756,69.03732046,68255,1.948973473
20180715,Paid Search,32,24,72.72727273,33,10,30.3030303,2339,70.87878788,116,3.515151515
20180715,Referral,41785,14080,29.5661669,47622,39385,82.70337239,2574193,54.05470161,70963,1.490130612
20180715,Social,155727,44911,25.71014758,174682,55302,31.65867119,2.10E+07,119.9776394,574579,3.289285673
20180716,(Other),22473,413,1.415935272,29168,12235,41.94665387,3857656,132.2564454,109145,3.741943225
20180716,Direct,65782,30697,43.30474283,70886,48616,68.5833592,4514510,63.68690574,137830,1.944389583
20180716,Organic Search,32050,17836,50.69349704,35184,23346,66.35402456,2992508,85.05309231,75480,2.145293315
20180716,Paid Search,22,12,50,24,10,41.66666667,1217,50.70833333,72,3
20180716,Referral,41415,12631,27.21611722,46410,33661,72.52962724,3034425,65.38299935,90153,1.942533937
20180716,Social,130889,27623,18.45051231,149714,46165,30.83545961,1.89E+07,125.9721135,477118,3.186862952
20180717,(Other),39587,1021,1.848967765,55220,22575,40.88192684,6833687,123.7538392,207890,3.764759145
20180717,Direct,99781,49178,43.83730155,112183,84844,75.62999741,5874718,52.3672749,188953,1.684328285
20180717,Organic Search,43066,22408,45.7820002,48945,35049,71.60894882,3540665,72.33966697,94561,1.931984881
20180717,Paid Search,37,23,63.88888889,36,16,44.44444444,2274,63.16666667,98,2.722222222
20180717,Referral,63161,21285,28.95957768,73499,59878,81.46777507,3378649,45.96863903,109921,1.495544157
20180717,Social,159658,30056,16.04621241,187309,50637,27.03393857,2.47E+07,131.84556,604888,3.229358974
20180718,(Other),27555,539,1.477197983,36488,14451,39.60480158,4865430,133.3432909,151587,4.154434335
20180718,Direct,70003,31185,41.40389543,75319,47485,63.04518116,5129777,68.10734343,169485,2.250229026
20180718,Organic Search,34893,18028,46.70829339,38597,24409,63.24066637,3385432,87.71230925,90915,2.35549395
20180718,Paid Search,38,26,68.42105263,38,9,23.68421053,2966,78.05263158,136,3.578947368
20180718,Referral,42698,15542,32.38928832,47985,32199,67.10221944,3867363,80.59524852,107039,2.230676253
20180718,Social,86312,17521,18.26969198,95902,32683,34.07958124,1.15E+07,120.2568142,290604,3.030218348
20180719,(Other),40253,1032,1.831703378,56341,25227,44.77556309,6856494,121.696349,208836,3.706643475
